user_id,username,is_bot,address,exchange_interaction,tiny_transfers,unique_sources,score,verdict,timestamp
1066936794,Bullrun_Strategy,False,Uf_BbsF16B4aReCFhXIOLh7qgIdLTClPvKU29ZWwLShiscNK,False,64,72,3,🚨 Suspicious! It is recommended to avoid interacting with this wallet.,2025-06-02 09:51:12
